,name,followers,degree_centrality,category,geodata,location,phone,email,webpage,twitter,description,Unnamed: 11,geoloc,point,latitude,longitude,altitude
340,the womens worldwide web,43730,122.49299719887955,human rights democracy and governance,,77 rue de turbigo 75003 paris france,33 01 75 50 52 53,,,,,,"Sushizo, 77, Rue de Turbigo, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France","(48.8665755, 2.3603554, 0.0)",48.8665755,2.3603554,0.0
341,ticket for change,31232,87.48459383753502,education ,,98 rue d'aboukir 75002 paris france,,,,,,,"98, Rue d'Aboukir, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France","(48.8682568, 2.348798, 0.0)",48.8682568,2.348798,0.0
342,telecom sans frontieres,6362,17.820728291316527,humanitarian ,,19 rue jean baptiste carreau 64000 pau france,,,,,,,"Telecom sans frontières, 19, Rue Jean-Baptiste Carreau, Centre Ville, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64000, France","(43.2977523, -0.3732744, 0.0)",43.2977523,-0.3732744,0.0
343,tetraktys ong,1512,4.235294117647059,economic recovery and development,,5 rue federico garcia lorca 38000 grenoble france,,,,,,,,,,,
344,tournons la page,11303,31.66106442577031,human rights democracy and governance,,14 pass dubail 75010 paris france,,,,,,,"Centre de recherche et d'Information pour le Développement, 14, Passage Dubail, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8737094, 2.359693, 0.0)",48.8737094,2.359693,0.0
345,triangle generation humanitaire,8457,23.689075630252102,economic recovery and development,,1 rue de montribloud 69009 lyon france,,,,,,,"1, Rue de Montribloud, Gorge de Loup, Lyon 9e Arrondissement, Tassin-la-Demi-Lune, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69009, France","(45.7729805, 4.7927762, 0.0)",45.7729805,4.7927762,0.0
346,union des avocats europeens,486,1.361344537815126,human rights democracy and governance,,25 rue du jour  75001 paris france,,,,,,,"Musée du Barreau, 25, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France","(48.8640279, 2.3450171, 0.0)",48.8640279,2.3450171,0.0
347,union des femmes reunionnaises,1381,3.8683473389355743,human rights democracy and governance,,117 rue du maréchal leclerc 97400 saintdenis,,,,,,,,,,,
348,un coeur pour la paix,2457,6.882352941176471,health ,,48 rue cortambert 75116 paris france,,,,,,,"48, Rue Cortambert, Quartier de la Muette, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.8606048, 2.2784549, 0.0)",48.8606048,2.2784549,0.0
349,unifrance,49582,138.88515406162466,education ,,13 rue henner 75009 paris france,,,,,,,"13, Rue Henner, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8806525, 2.3331228, 0.0)",48.8806525,2.3331228,0.0
350,union del la presse francophone,4205,11.778711484593838,education ,,112 rue reaumur 75080 paris cedex 02 france,,,,,,,,,,,
351,union rationaliste,105,0.29411764705882354,education ,,32 rue pannard 28190 courville sur eure france,,,,,,,"Rue Pannard, Courville-sur-Eure, Chartres, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28190, France","(48.4484371, 1.2396591, 0.0)",48.4484371,1.2396591,0.0
353,women and health alliance waha,9790,27.42296918767507,health,,160 bis rue du temple 75003 paris france,,,,,,,"Rue du Temple, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France","(48.8668175, 2.3620471, 0.0)",48.8668175,2.3620471,0.0
354,wildlife angel,28093,78.69187675070027,environment,,1a pl des orphelins 67000 strasbourg france,,,,,,,"Place des Orphelins, Krutenau, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France","(48.5788934, 7.7543361119357375, 0.0)",48.5788934,7.7543361119357375,0.0
355,women now for development,16693,46.75910364145658,human rights democracy and governance,,fondation des femmes 9 rue de vaugirard 75006 paris france,,,,,,,,,,,
357,wwf france,919905,2576.764705882353,environment,,3537 rue baudin 93310 le pré saint gervais france,,,,,,,"Rue Baudin, Villa du Pré, Le Pré-Saint-Gervais, Bobigny, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93310, France","(48.8867945, 2.4052046, 0.0)",48.8867945,2.4052046,0.0
